#sgRNA,Time,Rep1,Rep1,Avg1,Avg,SD,Condition,Strain,Other Name,sgRNA,ss,,sgRNA_#,Gene,Product,Locus Tag,EG,K56-2_Locus_Tag,Stock,Stock2,Leg,Leg2,Legend,Pathway,COG,COD ID
,7,0.043625,0.043625,0.043625,0.043625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,8,0.084625,0.084625,0.084625,0.084625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,9,0.164625,0.164625,0.164625,0.164625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,10,0.291125,0.291125,0.291125,0.291125,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,11,0.461625,0.461625,0.461625,0.461625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,12,0.642125,0.642125,0.642125,0.642125,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,13,0.798625,0.798625,0.798625,0.798625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,14,0.912625,0.912625,0.912625,0.912625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,15,0.996625,0.996625,0.996625,0.996625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,16,1.047125,1.047125,1.047125,1.047125,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,17,1.072625,1.072625,1.072625,1.072625,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,18,1.088125,1.088125,1.088125,1.088125,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,19,1.089125,1.089125,1.089125,1.089125,0,(+) Rhamnose,,dCas9/ pZR53_1 (C1),1433,CRISPRi Mutants,_,1433_dCas9/ pZR53_1 (C1),hemC,porphobilinogen deaminase,Contains sgRNA 1 to target hemC; grow in LB+Tp100,WQ49_RS27050,K562_RS06025,377,377,(,),1433(377),Biosynthesis of secondary metabolites,H,COG0181
,0,0.005125,0.005125,0.005125,0.005125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,1,0.003125,0.003125,0.00875,0.00875,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,2,0.01325,0.003125,0.003125,0.003125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,3,0.02025,0.003125,0.02075,0.02075,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,4,0.005625,0.005625,0.005625,0.005625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,5,0.012125,0.012125,0.012125,0.012125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,6,0.023625,0.023625,0.023625,0.023625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,7,0.045125,0.045125,0.045125,0.045125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,8,0.081625,0.081625,0.081625,0.081625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,9,0.135625,0.135625,0.135625,0.135625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,10,0.210625,0.210625,0.210625,0.210625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,11,0.304625,0.304625,0.304625,0.304625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,12,0.396625,0.396625,0.396625,0.396625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,13,0.477125,0.477125,0.477125,0.477125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,14,0.539125,0.539125,0.539125,0.539125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,15,0.580125,0.580125,0.580125,0.580125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,16,0.607125,0.607125,0.607125,0.607125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,17,0.623125,0.623125,0.623125,0.623125,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,18,0.632625,0.632625,0.632625,0.632625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,19,0.638625,0.638625,0.638625,0.638625,0,(+) Rhamnose,,dCas9/ pZR83_1 (C1),1463,CRISPRi Mutants,_,1463_dCas9/ pZR83_1 (C1),BCAL1906,UDP phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase,sgRNA 1 targeting BCAL1906,WQ49_RS30170,#N/A,378,378,(,),1463(378),Others,M,COG1807
,0,0.006625,0.006625,0.006625,0.006625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,1,0.005125,0.005125,0.00875,0.00875,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,2,0.01325,0.004625,0.004625,0.004625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,3,0.02025,0.005625,0.02075,0.02075,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,4,0.007625,0.007625,0.007625,0.007625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,5,0.011125,0.011125,0.011125,0.011125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,6,0.016625,0.016625,0.016625,0.016625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,7,0.024625,0.024625,0.024625,0.024625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,8,0.036625,0.036625,0.036625,0.036625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,9,0.050625,0.050625,0.050625,0.050625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,10,0.067125,0.067125,0.067125,0.067125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,11,0.086125,0.086125,0.086125,0.086125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,12,0.108625,0.108625,0.108625,0.108625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,13,0.133625,0.133625,0.133625,0.133625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,14,0.159125,0.159125,0.159125,0.159125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,15,0.185625,0.185625,0.185625,0.185625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,16,0.215125,0.215125,0.215125,0.215125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,17,0.247125,0.247125,0.247125,0.247125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,18,0.284125,0.284125,0.284125,0.284125,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,19,0.322625,0.322625,0.322625,0.322625,0,(+) Rhamnose,,dCas9/ pZR87_1 (C1),1467,CRISPRi Mutants,_,1467_dCas9/ pZR87_1 (C1),tyrZ,tyrosyl-tRNA synthetase,sgRNA1 targeting tyrZ,WQ49_RS00690,K562_RS16180,379,379,(,),1467(379),Aminoacyl-tRNA biosynthesis,J,COG0162
,0,0.004625,0.004625,0.004625,0.004625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,1,0.003125,0.003125,0.00875,0.00875,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,2,0.01325,0.002625,0.002625,0.002625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,3,0.02025,0.002625,0.02075,0.02075,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,4,0.004625,0.004625,0.004625,0.004625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,5,0.007125,0.007125,0.007125,0.007125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,6,0.011625,0.011625,0.011625,0.011625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,7,0.023125,0.023125,0.023125,0.023125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,8,0.048625,0.048625,0.048625,0.048625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,9,0.103625,0.103625,0.103625,0.103625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,10,0.212625,0.212625,0.212625,0.212625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,11,0.401125,0.401125,0.401125,0.401125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,12,0.627125,0.627125,0.627125,0.627125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,13,0.796125,0.796125,0.796125,0.796125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,14,0.904625,0.904625,0.904625,0.904625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,15,0.992125,0.992125,0.992125,0.992125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,16,1.062125,1.062125,1.062125,1.062125,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,17,1.110625,1.110625,1.110625,1.110625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,18,1.131625,1.131625,1.131625,1.131625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,19,1.140625,1.140625,1.140625,1.140625,0,(+) Rhamnose,,dCas9/ pZR89_1 (C1),1469,CRISPRi Mutants,_,1469_dCas9/ pZR89_1 (C1),thyA,thyA,sgRNA1 targeting thyA,WQ49_RS34830,K562_RS13900,380,380,(,),1469(380),folate transformations II,F,COG0207
,0,0.004125,0.004125,0.004125,0.004125,0,(+) Rhamnose,,dCas9/ pZR102_1 (C1),1482,CRISPRi Mutants,_,1482_dCas9/ pZR102_1 (C1),WQ49_RS00305,acetyl-CoA carboxylase biotin carboxylase,sgRNA1 targeting WQ49_RS00315,WQ49_RS00305,K562_RS16570,381,381,(,),1482(381),Fatty acid biosynthesis,I,COG0439
,1,0.003125,0.003125,0.00875,0.00875,0,(+) Rhamnose,,dCas9/ pZR102_1 (C1),1482,CRISPRi Mutants,_,1482_dCas9/ pZR102_1 (C1),WQ49_RS00305,acetyl-CoA carboxylase biotin carboxylase,sgRNA1 targeting WQ49_RS00315,WQ49_RS00305,K562_RS16570,381,381,(,),1482(381),Fatty acid biosynthesis,I,COG0439
,2,0.01325,0.004125,0.004125,0.004125,0,(+) Rhamnose,,dCas9/ pZR102_1 (C1),1482,CRISPRi Mutants,_,1482_dCas9/ pZR102_1 (C1),WQ49_RS00305,acetyl-CoA carboxylase biotin carboxylase,sgRNA1 targeting WQ49_RS00315,WQ49_RS00305,K562_RS16570,381,381,(,),1482(381),Fatty acid biosynthesis,I,COG0439
,3,0.02025,0.004125,0.02075,0.02075,0,(+) Rhamnose,,dCas9/ pZR102_1 (C1),1482,CRISPRi Mutants,_,1482_dCas9/ pZR102_1 (C1),WQ49_RS00305,acetyl-CoA carboxylase biotin carboxylase,sgRNA1 targeting WQ49_RS00315,WQ49_RS00305,K562_RS16570,381,381,(,),1482(381),Fatty acid biosynthesis,I,COG0439
