OperonID	GI	Synonym	Start	End	Strand	Length	COG_number	Product
452387	206559756	BCAL1391	1531568	1535305	+	1245	-	putative cellulose biosynthesis protein
452387	206559757	BCAL1392	1535322	1537301	+	659	-	hypothetical protein
452387	206559758	BCAL1393	1537298	1537531	+	77	-	hypothetical protein
452387	206559759	BCAL1394	1537528	1538307	+	259	COG1192D	hypothetical protein
452387	206559760	BCAL1395	1538304	1540841	+	845	COG1215M	putative cellulose synthase catalytic subunit
452387	206559761	BCAL1396	1540869	1542425	+	518	-	hypothetical protein
452387	206559762	BCAL1397	1542407	1542604	+	65	-	hypothetical protein
452388	206559763	BCAL1398	1542660	1543544	-	294	COG1741R	pirin-like protein
452388	206559764	BCAL1399	1543577	1543969	-	130	COG1765O	OsmC-like protein
452388	206559765	BCAL1400	1544014	1545594	-	526	COG0025P	sodium/hydrogen exchanger family protein
452388	206559766	BCAL1401	1545620	1545880	-	86	COG4317S	hypothetical protein
452389	206559769	BCAL1403A	1547928	1548095	+	55	COG4317S	hypothetical protein
452389	206559770	BCAL1404	1548114	1550003	+	629	COG1574R	amidohydrolase family protein
452389	206559771	BCAL1405	1550005	1550466	+	153	COG2259S	hypothetical protein
452389	206559772	BCAL1406	1550493	1551407	+	304	-	hypothetical protein
452389	206559773	BCAL1407	1551404	1552105	+	233	COG3619S	hypothetical protein
452389	206559774	BCAL1408	1552102	1553607	+	501	-	hypothetical protein
452390	206559777	BCAL1411	1556985	1557371	+	128	-	hypothetical protein
452390	206559778	BCAL1412	1557380	1557853	+	157	COG0494LR	NUDIX hydrolase
452391	206559786	BCAL1419	1567587	1568123	+	178	COG2816L	putative phosphatase
452391	206559787	BCAL1420	1568209	1568724	+	171	COG0824R	putative thioesterase
452391	206559788	BCAL1421	1568734	1569669	+	311	COG0559E	putative branched amino acid transport system, membrane protein
452391	206559789	BCAL1422	1569662	1570891	+	409	COG4177E	branched-chain amino acid transport system family protein
452391	206559790	BCAL1423	1570888	1571640	+	250	COG0411E	ABC transporter ATP-binding protein
452391	206559791	BCAL1424	1571637	1572341	+	234	COG0410E	putative branched amino ABC transporter ATP-binding protein
452392	206559794	BCAL1427	1573945	1574763	-	272	COG3718G	myo-inositol catabolism protein
452392	206559795	BCAL1428	1574820	1575749	-	309	COG1082G	putative amine catabolism-related protein
452392	206559796	BCAL1429	1575809	1577692	-	627	COG3962E	putative TPP-binding acetolactate synthase
452392	206559797	BCAL1430	1577739	1579694	-	651	COG3892S	putative carbohydrate kinase
452393	206559799	BCAL1432	1581005	1582588	+	527	COG1129G	putative sugar ABC transporter ATP-binding protein
452393	206559800	BCAL1433	1582616	1583641	+	341	COG1172G	putative sugar transport system permease
452393	206559801	BCAL1434	1583685	1584596	+	303	COG1082G	putative myo-inositol catabolism protein
452393	206559802	BCAL1435	1584671	1585684	+	337	COG0673R	inositol 2-dehydrogenase
452393	206559803	BCAL1436	1585724	1586650	+	308	COG1082G	putative dehydratase
452393	206559804	BCAL1437	1586683	1587855	+	390	COG0673R	putative oxidoreductase
452394	206559810	BCAL1443	1592977	1593693	+	238	COG0745TK	two-component regulatory system, response regulator protein
452394	206559811	BCAL1444	1593690	1595051	+	453	COG4254S	hypothetical protein
452394	206559812	BCAL1445	1595062	1597449	+	795	COG4252T	two-component regulatory system, sensor kinase protein
452394	206559813	BCAL1446	1597487	1598101	+	204	-	putative lipoprotein
452395	206559816	BCAL1449	1602125	1604581	+	818	COG0210L	putative helicase
452395	206559817	BCAL1450	1604578	1605375	+	265	COG0775F	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
452396	206559820	BCAL1453	1608785	1609660	-	291	COG1566V	putative fusaric acid resistance transport protein
452396	206559821	BCAL1454	1609673	1609876	-	67	-	hypothetical protein
452396	206559822	BCAL1455	1609873	1612077	-	734	COG1289S	putative fusaric acid resistance transporter protein
452396	206559823	BCAL1456	1612092	1613657	-	521	COG1538MU	putative fusaric acid resistance outer membrane efflux protein
452397	206559826	BCAL1459	1615085	1615915	-	276	COG1409R	calcineurin-like phosphoesterase
452397	206559827	BCAL1460	1615941	1617362	-	473	COG0277C	putative FAD-binding reductase
452397	206559828	BCAL1461	1617381	1617773	-	130	COG3308S	hypothetical protein
452397	206559829	BCAL1462	1617770	1618390	-	206	COG0655R	putative Trp repressor binding protein
452398	206559839	BCAL1472	1628436	1629140	+	234	COG1788I	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit A
452398	206559840	BCAL1473	1629142	1629783	+	213	COG2057I	succinyl-CoA:3-ketoacid-coenzyme A transferase subunit B
452399	206559841	BCAL1474	1629860	1630606	-	248	COG1028IQR	short chain dehydrogenase
452399	206559842	BCAL1475	1630611	1631621	-	336	COG0726G	putative polysaccharide deacetylase
452399	206559843	BCAL1476	1631633	1632190	-	185	COG5485R	hypothetical protein
452400	206559846	BCAL1479	1634334	1634687	+	117	COG0251J	endoribonuclease L-PSP family protein
452400	206559847	BCAL1480	1634788	1636971	+	727	COG0317TK	GTP pyrophosphokinase
452401	206559849	BCAL1483	1640077	1640274	+	65	COG0291J	50S ribosomal protein L35
452401	206559850	BCAL1484	1640305	1640664	+	119	COG0292J	50S ribosomal protein L20
452402	206559851	BCAL1485	1640813	1641826	+	337	COG0016J	phenylalanyl-tRNA synthetase subunit alpha
452402	206559852	BCAL1486	1641924	1644353	+	809	COG0072J	phenylalanyl-tRNA synthetase subunit beta
452403	206559853	BCAL1487	1644417	1644812	+	131	COG0776L	integration host factor subunit alpha
452403	206559854	BCAL1488	1644871	1645284	+	137	COG0789K	MerR family regulatory protein
452404	206559867	BCAL1501	1656939	1657841	+	300	COG0583K	LysR family regulatory protein
452404	206559868	BCAL1502	1657916	1659118	+	400	COG0436E	aspartate aminotransferase
452405	206559869	BCAL1503	1659391	1660428	+	345	COG1386K	putative transcriptional regulator protein
452405	206559870	BCAL1504	1660489	1662240	+	583	COG1187J	RNA pseudouridylate synthase family protein
452406	206559871	BCAL1505	1662671	1663129	+	152	COG0779S	hypothetical protein
452406	206559872	BCAL1506	1663129	1664604	+	491	COG0195K	transcription elongation factor NusA
452406	206559873	BCAL1507	1664696	1667611	+	971	COG0532J	translation initiation factor IF-2
452407	206559874	BCAL1508	1667727	1668125	+	132	COG0858J	ribosome-binding factor A
452407	206559875	BCAL1509	1668139	1669071	+	310	COG0130J	tRNA pseudouridine synthase B
452408	206559876	BCAL1510	1669180	1670739	-	519	COG2814G	putative multidrug resistance transporter protein
452408	206559877	BCAL1511	1670768	1671982	-	404	COG1566V	putative multidrug resistance transport protein
452408	206559878	BCAL1512	1672035	1673531	-	498	COG1538MU	outer membrane efflux protein
452409	206559881	BCAL1515	1676580	1679444	+	954	COG0567C	2-oxoglutarate dehydrogenase E1 component
452409	206559882	BCAL1516	1679581	1680858	+	425	COG0508C	dihydrolipoamide succinyltransferase
452409	206559883	BCAL1517	1680940	1682370	+	476	COG1249C	dihydrolipoamide dehydrogenase
452409	206559884	BCAL1518	1682469	1683566	+	365	COG1485R	AFG1-like ATPase
452410	206559888	BCAL1523	1686693	1688117	-	474	-	putative lipoprotein
452410	206559889	BCAL1524	1688158	1689831	-	557	-	putative lipoprotein
452411	206559891	BCAL1525a	1690767	1691261	+	164	COG4960OU	putative flp type pilus leader peptidase
452411	206559892	BCAL1526	1691258	1691752	+	164	COG4961U	putative flp type pilus assembly protein
452412	206559893	BCAL1527	1691847	1692752	+	301	COG3745U	flp type pilus assembly protein
452412	206559894	BCAL1528	1692775	1694106	+	443	COG4964U	flp type pilus assembly protein
452412	206559895	BCAL1529	1694182	1695420	+	412	COG4963U	flp pilus type assembly-related protein
452412	206559896	BCAL1530	1695424	1696776	+	450	COG4962U	flp pilus type assembly protein
452412	206559897	BCAL1531	1696769	1697749	+	326	COG4965U	flp type pilus assembly protein
452412	206559898	BCAL1532	1697754	1698752	+	332	COG2064NU	flp type pilus assembly protein
452412	206559899	BCAL1533	1698749	1699609	+	286	COG5010U	putative lipoprotein
452412	206559900	BCAL1534	1699633	1699962	+	109	-	hypothetical protein
452412	206559901	BCAL1535	1700038	1701786	+	582	COG4655S	hypothetical protein
452412	206559902	BCAL1536	1701800	1703191	+	463	COG2204T	putative sigma-54 related transcriptional regulatory protein
452413	206559906	BCAL1540	1705209	1706114	-	301	-	hypothetical protein
452413	206559907	BCAL1541	1706156	1707910	-	584	COG0318IQ	putative acyl-CoA synthetase
452414	206559911	BCAL1545	1711275	1711901	+	208	COG4318S	hypothetical protein
452414	206559912	BCAL1546	1711927	1713657	+	576	COG0659P	putative sulfate transporter protein
452415	206559914	BCAL1548	1714761	1715705	-	314	COG1879G	putative sugar ABC transporter lipoprotein
452415	206559915	BCAL1549	1715806	1716843	-	345	COG4158R	putative sugar ABC transporter membrane protein
452415	206559916	BCAL1550	1716886	1718412	-	508	COG1129G	putative sugar ABC transporter ATP-binding protein
452416	206559920	BCAL1554	1724633	1725376	+	247	COG0566J	putative tRNA/rRNA methyltransferase
452416	206559921	BCAL1555	1725486	1726358	+	290	COG3023V	putative N-acetylmuramoyl-L-alanine amidase
452417	206559925	BCAL1560	1729861	1732089	-	742	-	hypothetical protein
452417	206559926	BCAL1561	1732097	1733074	-	325	-	hypothetical protein
452417	206559927	BCAL1562	1733074	1733673	-	199	COG3778S	hypothetical protein
452417	206559928	BCAL1563	1733676	1734797	-	373	COG3299S	phage baseplate protein
452417	206559929	BCAL1564	1734794	1735375	-	193	COG4381S	hypothetical protein
452418	206559930	BCAL1565	1735460	1735981	-	173	COG4384S	hypothetical protein
452418	206559931	BCAL1566	1735981	1737138	-	385	COG4379R	putative phage tail protein
452418	206559932	BCAL1567	1737144	1738514	-	456	COG4228R	putative phage tail protein
452418	206559933	BCAL1568	1738514	1740940	-	808	COG0177L	putative phage tail length determination protein
452419	206559936	BCAL1571	1742052	1743530	-	492	COG4386R	putative prophage tail sheath protein
452419	206559937	BCAL1572	1743574	1743777	-	67	-	hypothetical protein
452420	206559938	BCAL1573	1743836	1744438	-	200	COG5003R	hypothetical protein
452420	206559939	BCAL1574	1744438	1744869	-	143	COG5005R	hypothetical protein
452420	206559940	BCAL1575	1744866	1745369	-	167	-	hypothetical protein
452420	206559941	BCAL1576	1745366	1745755	-	129	-	hypothetical protein
452421	206559943	BCAL1578	1746828	1747184	-	118	-	hypothetical protein
452421	206559944	BCAL1579	1747230	1748375	-	381	-	hypothetical protein
452422	206559945	BCAL1580	1748589	1748987	-	132	-	hypothetical protein
452422	206559946	BCAL1581	1748984	1749424	-	146	-	hypothetical protein
452422	206559947	BCAL1582	1749426	1749746	-	106	-	hypothetical protein
452422	206559948	BCAL1583	1749746	1749913	-	55	-	hypothetical protein
452422	206559949	BCAL1584	1749910	1750743	-	277	-	hypothetical protein
452423	206559950	BCAL1585	1750820	1751092	-	90	COG0776L	histone-like DNA-binding phage protein
452423	206559951	BCAL1586	1751155	1751547	-	130	-	hypothetical protein
452423	206559952	BCAL1587	1751558	1752184	-	208	-	hypothetical protein
452423	206559953	BCAL1588	1752181	1752768	-	195	-	hypothetical protein
452423	206559954	BCAL1589	1752755	1753060	-	101	-	hypothetical protein
452423	206559955	BCAL1590	1753057	1753245	-	62	-	hypothetical protein
452423	206559956	BCAL1591	1753253	1754245	-	330	COG2842R	putative phage DNA transposition protein
452423	206559957	BCAL1592	1754255	1755880	-	541	-	putative phage transposition protein
452423	206559958	BCAL1593	1755920	1756972	-	350	-	hypothetical protein
452423	206559959	BCAL1594	1756969	1757184	-	71	-	hypothetical protein
452424	206559961	BCAL1596	1757767	1758300	+	177	-	hypothetical protein
452424	206559962	BCAL1597	1758293	1758901	+	202	-	hypothetical protein
452425	206559963	BCAL1598	1759043	1759417	+	124	-	hypothetical protein
452425	206559964	BCAL1599	1759414	1760085	+	223	COG0741M	putative phage transglycosylase
452425	206559965	BCAL1599a	1760082	1760543	+	153	-	hypothetical protein
452426	206559966	BCAL1599b	1760648	1760872	+	74	-	hypothetical protein
452426	206559967	BCAL1601	1760869	1761159	+	96	-	hypothetical protein
452426	206559968	BCAL1602	1761163	1761660	+	165	-	putative DNA-binding phage protein
452426	206559969	BCAL1603	1761667	1763283	+	538	COG5410S	hypothetical protein
452426	206559970	BCAL1604	1763273	1764808	+	511	COG4383S	hypothetical protein
452427	206559971	BCAL1605	1764853	1765113	+	86	-	hypothetical protein
452427	206559972	BCAL1606	1765114	1766346	+	410	COG2369S	hypothetical protein
452428	206559973	BCAL1609	1766927	1767619	-	230	COG0765E	binding-protein-dependent transport system inner membrane protein
452428	206559974	BCAL1610	1767742	1768536	-	264	COG0834ET	periplasmic cystine-binding protein
452429	206559976	BCAL1612	1769772	1770602	-	276	COG2935O	arginyl-tRNA-protein transferase
452429	206559977	BCAL1613	1770636	1771400	-	254	COG2360O	leucyl/phenylalanyl-tRNA--protein transferase
452429	206559978	BCAL1614	1771412	1771957	-	181	COG1051F	NUDIX hydrolase
452430	206559979	BCAL1615	1772406	1772903	+	165	COG4702S	hypothetical protein
452430	206559980	BCAL1616	1772907	1773245	+	112	COG2076P	quaternary ammonium compound-resistance protein
452430	206559981	BCAL1617	1773328	1774431	+	367	COG1024I	3-hydroxyisobutyryl-CoA hydrolase
452431	206559983	BCAL1619	1775334	1776491	+	385	COG2141C	alkanesulfonate monooxygenase
452431	206559984	BCAL1620	1776508	1777320	+	270	COG0600P	aliphatic sulfonates transport permease
452431	206559985	BCAL1621	1777317	1778279	+	320	COG1116P	aliphatic sulfonates ABC transporter ATP-binding protein
452432	206559988	BCAL1624	1778950	1779195	+	81	-	hypothetical protein
452432	206559989	BCAL1625	1779248	1780309	+	353	COG0042J	tRNA-dihydrouridine synthase A
452433	206559995	BCAL1631	1784902	1785210	+	102	-	hypothetical protein
452433	206559996	BCAL1632	1785251	1785499	+	82	-	putative lipoprotein
452434	206560004	BCAL1640	1791420	1792706	-	428	-	major facilitator superfamily protein
452434	206560005	BCAL1641	1792742	1794163	-	473	COG0624E	hypothetical protein
452435	206560006	BCAL1642	1794305	1795279	+	324	COG0583K	LysR family regulatory protein
452435	206560007	BCAL1643	1795344	1796474	+	376	COG2603R	tRNA 2-selenouridine synthase
452435	206560008	BCAL1644	1796471	1797529	+	352	COG0701R	permease
452436	206560010	BCAL1646	1798091	1798924	-	277	COG0842V	putative oligosaccharide ABC transporter protein
452436	206560011	BCAL1647	1798931	1799845	-	304	COG1131V	nodulation ABC transporter NodI
452437	206560013	BCAL1649	1800761	1801480	-	239	-	hypothetical protein
452437	206560014	BCAL1650	1801510	1801845	-	111	-	hypothetical protein
452437	206560015	BCAL1651	1801872	1802519	-	215	COG1974KT	LexA repressor
452438	206560016	BCAL1652	1802784	1803821	+	345	COG1613P	sulfate-binding protein
452438	206560017	BCAL1653	1803945	1804838	+	297	COG0555O	sulfate transport system permease
452438	206560018	BCAL1654	1804835	1805779	+	314	COG4208P	sulfate transport system permease
452438	206560019	BCAL1655	1805793	1806851	+	352	COG1118P	sulfate ABC transporter ATP-binding protein
452438	206560020	BCAL1656	1806927	1807853	+	308	COG0583K	transcriptional regulator CysB-like protein
452439	206560022	BCAL1658	1809677	1811290	+	537	COG1129G	putative ribose ABC transporter ATP-binding protein
452439	206560023	BCAL1659	1811287	1812306	+	339	COG1172G	putative ribose transport system, permease
452439	206560024	BCAL1660	1812341	1813372	+	343	COG1609K	putative ribose operon repressor
452439	206560025	BCAL1661	1813369	1814298	+	309	COG0524G	putative ribokinase
452440	206560027	BCAL1663	1816908	1818830	+	640	COG2766T	PrkA family serine protein kinase
452440	206560028	BCAL1664	1818956	1820224	+	422	COG2718S	hypothetical protein
452441	206560032	BCAL1668	1823895	1824710	+	271	COG0834ET	periplasmic solute-binding protein
452441	206560033	BCAL1669	1824784	1825527	+	247	COG0765E	putative amino acid transport system, membrane protein
452441	206560034	BCAL1670	1825497	1826255	+	252	COG0765E	putative amino acid transport system, membrane protein
452442	206560036	BCAL1674	1828787	1830022	+	411	COG0845M	periplasmic multidrug efflux lipoprotein
452442	206560037	BCAL1675	1830038	1833178	+	1046	COG0841V	multidrug efflux protein
452443	206560039	BCAL1677	1835501	1836013	+	170	COG3539NU	putative type-1 fimbrial protein
452443	206560040	BCAL1678	1836103	1838589	+	828	COG3188NU	putative outer membrane usher protein
452443	206560041	BCAL1679	1838605	1839351	+	248	COG3121NU	putative fimbrial chaperone
452443	206560042	BCAL1680	1839348	1840373	+	341	COG3539NU	putative type-1 fimbrial protein
452444	206560044	BCAL1682	1841986	1842750	-	254	COG3963I	putative methyltransferase
452444	206560045	BCAL1683	1842793	1843320	-	175	COG0586S	hypothetical protein
452445	206560046	BCAL1684	1843614	1844279	+	221	COG0745TK	two-component regulatory system, response regulator protein
452445	206560047	BCAL1685	1844276	1845655	+	459	COG0642T	two-component regulatory system, sensor kinase protein
452446	206560048	BCAL1686	1845731	1845868	-	45	-	hypothetical protein
452446	206560049	BCAL1687	1845915	1846160	-	81	-	hypothetical protein
452447	206560050	BCAL1688	1846454	1847122	+	222	COG1595K	extracytoplasmic-function sigma-70 factor
452447	206560051	BCAL1689	1847208	1847450	+	80	COG3251S	MbtH-like protein
452447	206560052	BCAL1690	1847496	1848503	+	335	COG2175Q	putative dioxygenase
452447	206560053	BCAL1691	1848545	1849351	+	268	COG1120PH	putative iron transport-related ATP-binding protein
452447	206560054	BCAL1692	1849348	1851438	+	696	COG0609P	iron-hydroxamate transporter permease subunit
